student_id,first_name,last_name,gender,year_level,major_id,gpa,enrollment_date,expected_graduation_year,attendance_rate,academic_standing,scholarship_status,active_status
S00453,Quinn,Foster,Non-Binary,Senior,MAJ013,2.15,2022-10-05 00:00:00,2026,85.54,Academic Warning,None,Active
S00454,Taylor,Parker,Female,Freshman,MAJ004,3.28,2025-08-02 00:00:00,2029,85.06,Good,None,Withdrawn
S00455,Reese,Hayes,Female,Sophomore,MAJ013,2.84,2024-10-09 00:00:00,2028,86.76,Good,NONE,Active
S00456,Jordan,Bennett,Non-Binary,Senior,MAJ016,3.9,2022-09-18 00:00:00,2026,95.71,Honors,None,Active
S00457,Reese,Morgan,Non-Binary,Sophomore,MAJ020,3.76,2024-10-19 00:00:00,2028,100.0,Honors,None,Active
S00458,Taylor,Foster,Non-Binary,Sophomore,MAJ014,4.0,2024-10-25 00:00:00,2028,73.43,Honors,Full,Active
S00459,Quinn,Carter,Male,Freshman, MAJ013 ,3.78,2025-10-12 00:00:00,2029,88.33,Honors,Partial,Active
S00460,Parker,Foster,Male,Junior,MAJ015,2.2,2023-08-06 00:00:00,2027,,Academic Warning,None,Active
S00461,Jamie,Bennett,Female,Junior,MAJ021,2.35,2023-09-11 00:00:00,2027,83.99,Academic Warning,Partial,Active
S00462,Casey,Cooper,Male,Sophomore,MAJ002,2.82,2024-08-11 00:00:00,2028,79.2,Good,Partial,Active
S00463,Drew,Price,Non-Binary,Sophomore,MAJ003,2.69,2024-10-04 00:00:00,2028,100.0,Good,Full,Active
S00464,Jamie,Collins,Male,Sophomore,MAJ011,3.03,2024-09-24 00:00:00,2028,100.0,Good,None,Active
S00465,Morgan,Cooper,Male,Freshman,MAJ018,3.19,2025-10-16 00:00:00,2029,94.05,Good,Partial,Active
S00466,Avery,Ward,Female,Senior,MAJ023,,2022-08-10 00:00:00,2026,100.0,Good,Partial,Active
S00467,Avery,Cooper,,Senior,MAJ013,3.11,2022-08-06 00:00:00,2026,77.06,Good,None,Active
S00468,Morgan,Morgan,Male,Senior,MAJ011,3.46,2022-08-12 00:00:00,2026,99.47,Good,Partial,Active
S00469,Avery,Bennett,Non-Binary,Senior,MAJ012,2.83,2022-08-22 00:00:00,2026,85.91,Good,None,Active
S00470,Taylor,Price,Male,Junior,MAJ011,2.26,2023-10-18 00:00:00,2027,91.68,Academic Warning,None,Active
S00471,Jamie,Price,Non-Binary,Senior,MAJ023,3.32,2022-08-10 00:00:00,2026,71.68, Good ,None,Active
S00472,Quinn,Parker,Female,Senior,MAJ008,2.02,2022-10-08 00:00:00,2026,78.39,Academic Warning,Partial,Active
S00473,Alex,Price,Non-Binary,Sophomore,MAJ014,2.86,2024-08-16 00:00:00,2028,91.6,Good,Full,Active
S00474,Alex,Parker,Male,Junior,MAJ014,2.83,2023-10-26 00:00:00,2027,57.06,Good,Full,Active
S00475,Casey,Bennett,Male,Junior,MAJ010,2.83,2023-09-15 00:00:00,2027,78.87,Good,None,Active
S00476,Reese,Foster,Male,Junior,MAJ003,3.74,2023-10-04 00:00:00,2027,78.55,Honors,None,Withdrawn
S00477,Reese,Mitchell,Non-Binary,Senior,MAJ005,3.37,2022-10-20 00:00:00,2026,85.64,Good,Partial,Active
S00478,Jordan,Mitchell,Male,Freshman,MAJ022,3.65,2025-10-11 00:00:00,2029,72.27,Good,Partial,Active
S00479,Blake,Hayes,Male,Junior,MAJ023,2.46,2023-08-05 00:00:00,2027,87.38,academic warning,None,Active
S00480,Reese,Ward,Non-Binary,Freshman,MAJ016,2.73,2025-09-22 00:00:00,2029,90.55,Good,None,Active
S00481,Drew,Brooks,Male,Freshman,MAJ019,2.66,2025-09-13 00:00:00,2029,85.08,Good,None,Active
S00482,Parker,Price,Female,Junior,MAJ023,3.71,2023-09-24 00:00:00,2027,89.87,Honors,Partial,Active
S00483,Drew,Cooper,Non-Binary,Junior,MAJ018,3.39,2023-09-17 00:00:00,2027,86.82,Good,None,Active
S00484,Avery,Wilson,Male,Junior,MAJ022,,2023-08-16 00:00:00,2027,75.91,Good,None,Active
S00485,Quinn,Cooper,Female,Senior,MAJ019,1.98,2022-10-11 00:00:00,2026,75.37, Probation , Partial ,Active
S00486,Reese,Brooks,Male,Freshman,MAJ012,3.05,2025-09-12 00:00:00,2029,85.63,Good,None,Active
S00487,Drew,Morgan,Non-Binary,Senior,MAJ023,2.67,2022-10-19 00:00:00,2026,93.58,,Full,Active
S00488,Avery,Carter,Non-Binary,Senior,MAJ021,2.37,2022-09-17 00:00:00,2026,65.24,Academic Warning,None,Active
S00489,Taylor,Parker,Male,Senior,MAJ018,3.22,2022-09-19 00:00:00,2026,74.0,Good,Full,Withdrawn
S00490,Reese,Turner,Female,Freshman,MAJ016,3.76,2025-08-16 00:00:00,2029,82.72,Honors,None,Withdrawn
S00491,Alex,Morgan,Male,Sophomore,MAJ011,3.3,2024-09-07 00:00:00,2028,99.2,Good, Partial ,Active
S00492,Drew,Ward,Female,Junior,MAJ021,3.48,2023-08-20 00:00:00,2027,74.95,Good,None,Active
S00493,Drew,Bennett,Female,Sophomore,MAJ023,3.43,2024-08-18 00:00:00,2028,99.85,Good,None,Active
S00494,Riley,Ward,Non-Binary,Freshman,MAJ020,3.61,2025-08-01 00:00:00,2029,87.97,Good,Partial,Active
S00495,Jamie,Cooper,Male,Freshman,MAJ023,3.55,2025-09-05 00:00:00,2029,79.13,Good,None,Active
S00496,Jordan,Price,Female,Sophomore,MAJ015,3.6,2024-09-10 00:00:00,2028,77.13,Good,None,Active
S00497,Cameron,Cooper,Non-Binary,Junior,MAJ011,3.64,2023-08-11 00:00:00,2027,100.0,Good,Full,Active
S00498,Taylor,Cooper,Male,Junior,MAJ004,4.0,2023-08-08 00:00:00,2027,94.91,Honors,None,Withdrawn
S00499,Alex,Foster,Non-Binary,Freshman,MAJ003,2.53,2025-08-04 00:00:00,2029,78.3,Good,None,Active
S00500,Blake,Hayes,Male,Freshman,MAJ013,3.33,2025-10-20 00:00:00,2029,,Good,None,Withdrawn
S00501,Sam,Price,Female,Junior,MAJ023,3.87,2023-08-23 00:00:00,2027,72.89,Honors,None,Active
S00502,Casey,Collins,Non-Binary,Freshman,MAJ008,3.48,2025-08-07 00:00:00,2029,76.1,,Partial,Active
S00503,Sam,Carter,Non-Binary,Sophomore,MAJ022,3.82,2024-10-09 00:00:00,2028,67.66,Honors,Partial,Active
S00504,Blake,Carter,Non-Binary,Sophomore,MAJ023,3.45,2024-10-20 00:00:00,2028,83.3,Good,None,Active
S00505,Morgan,Foster,Female,Freshman,MAJ023,2.88,2025-09-27 00:00:00,2029,100.0,Good,None,Active
S00506,Casey,Wilson,Female,Junior,MAJ021,2.31,2023-10-16 00:00:00,2027,94.8,Academic Warning,Full,Active
S00507,Morgan,Morgan,Female,Sophomore,MAJ005,2.36,2024-10-03 00:00:00,2028,95.64, Academic Warning ,Full,Active
S00508,Taylor,Carter,Non-Binary,Junior,MAJ006,4.0,2023-08-24 00:00:00,2027,90.2,Honors,Partial,Graduated
S00509,Drew,Brooks,Male,Junior,MAJ010,2.86,2023-09-02 00:00:00,2027,87.67,Good, None ,Active
S00510,Casey,Mitchell,Non-Binary,Freshman,MAJ010,3.9,2025-09-14 00:00:00,2029,73.87,Honors,Partial,Active
S00511,Alex,Morgan,Female,Junior,MAJ002,2.88,2023-10-21 00:00:00,2027,96.8,Good,None,Active
S00512,Parker,Brooks,Non-Binary,Sophomore,MAJ024,2.24,2024-08-12 00:00:00,2028,73.37,Academic Warning,Partial,Active
S00513,Drew,Brooks,Male,Sophomore,MAJ011,2.44,2024-10-28 00:00:00,2028,92.93,Academic Warning,None,Active
S00514,Taylor,Carter,Female,Senior,MAJ021,3.34,2022-10-24 00:00:00,2026,97.45,Good,None,Graduated
S00515,Cameron,Cooper,Non-Binary,Freshman,MAJ012,3.97,2025-09-26 00:00:00,2029,95.6,Honors,None,Active
S00516,Quinn,Mitchell,Non-Binary,Junior,MAJ005,2.5,2023-08-28 00:00:00,2027,93.62,Good,Partial,Active
S00517,Taylor,Collins,Male,Senior,MAJ020,3.63,2022-08-14 00:00:00,2026,81.5,Good,None,Active
S00518,Alex,Turner,Non-Binary,Junior,MAJ003,3.17,2023-10-25 00:00:00,2027,78.73,Good,Partial,Active
S00519,Sam,Price,Male,Freshman,MAJ010,2.17,2025-10-17 00:00:00,2029,79.82,Academic Warning,Partial,Active
S00520,Jamie,Parker,Male,Sophomore,MAJ003,3.29,2024-09-22 00:00:00,2028,69.56,Good,Partial,Active
S00521,Avery,Cooper,Non-Binary,Senior,MAJ024,3.05,2022-08-01 00:00:00,2026,83.72,Good,Partial,Active
S00522,Reese,Collins,Female,Senior,MAJ002,2.74,2022-08-25 00:00:00,2026,68.48,Good,None,Active
S00523,Alex,Reed,Female,Senior,MAJ019,2.05,2022-10-21 00:00:00,2026,78.6,Academic Warning,None,Active
S00524,Drew,Ward,Non-Binary,Freshman,MAJ010,2.43,2025-09-03 00:00:00,2029,100.0,Academic Warning,Partial,Active
S00525,Drew,Turner,Non-Binary,Freshman,MAJ003,3.82,2025-08-04 00:00:00,2029,67.57,Honors,None,Active
S00526,Reese,Carter,Non-Binary,Junior,MAJ017,3.52,2023-10-21 00:00:00,2027,85.45,Good,None,Active
S00527,Sam,Collins,Male,Freshman,MAJ005,,2025-09-27 00:00:00,2029,98.05,Good,None,Active
S00528,Avery,Ward,Non-Binary,Sophomore,MAJ010,3.61,2024-10-16 00:00:00,2028,89.48,Good, Partial ,Active
S00529,Jordan,Ward,Non-Binary,Sophomore,MAJ012,3.87,2024-08-01 00:00:00,2028,92.74,Honors,None,Active
S00530,Casey,Reed,Non-Binary,Senior,MAJ010,4.0,2022-09-23 00:00:00,2026,78.96,,None,Graduated
S00531,Reese,Turner,Non-Binary,Sophomore,MAJ021,3.1,2024-10-14 00:00:00,2028,81.06,Good,None,Active
S00532,Blake,Price,Male,Freshman,MAJ012,3.0,2025-08-15 00:00:00,2029,100.0,Good,Partial,Active
S00533,Quinn,Bennett,Female,Sophomore,MAJ009,2.94,2024-10-27 00:00:00,2028,96.29,Good,Partial,Active
S00534,Drew,Hayes,Non-Binary,Senior,MAJ023,2.78,2022-10-05 00:00:00,2026,84.01,Good,Full,Active
S00535,Avery,Cooper,Male,Junior,MAJ017,3.39,2023-10-16 00:00:00,2027,88.31,Good,Full,Active
S00536,Jamie,Foster,Female,Senior,MAJ018,2.93,2022-10-27 00:00:00,2026,85.99,Good,None,Active
S00537,Blake,Mitchell,Non-Binary,Junior,MAJ018,2.79,2023-09-14 00:00:00,2027,62.19,Good,Full, Graduated 
S00538,Casey,Bennett,Male,Junior,MAJ001,4.0,2023-09-15 00:00:00,2027,70.65,Honors,Partial,Active
S00539,Blake,Turner,Non-Binary,Junior,MAJ020,2.84,2023-09-27 00:00:00,2027,100.0,Good, Partial ,Active
S00540,Blake,Reed,Non-Binary,Junior,MAJ018,3.13,2023-08-07 00:00:00,2027,87.75,Good,None,Active
S00541,Blake,Hayes,Female,Junior,MAJ013,2.92,2023-10-21 00:00:00,2027,89.5,Good,Full,Active
S00542,Sam,Mitchell,Non-Binary,Junior,MAJ009,3.07,2023-08-25 00:00:00,2027,89.25,Good,None,Active
S00543,Sam,Turner,Male,Junior,MAJ010,2.88,2023-10-24 00:00:00,2027,85.71,Good,Full,Active
S00544,Cameron,Ward,Female,Senior,MAJ002,3.33,2022-10-04 00:00:00,2026,96.88,Good,None,Active
S00545,Morgan,Brooks,Female,Junior,MAJ018,2.57,2023-09-22 00:00:00,2027,97.6,Good,None,Active
S00546,Casey,Parker,Non-Binary,Junior,MAJ013,3.24,2023-08-12 00:00:00,2027,69.23,Good,Partial,Active
S00547,Jamie,Reed,Female,Senior,MAJ007,3.1,2022-10-21 00:00:00,2026,100.0,Good,None,Active
S00548,Quinn,Turner,Male,Senior,MAJ010,3.53,2022-10-22 00:00:00,2026,87.88,Good,None,Active
S00549,Quinn,Hayes,Male,Sophomore,MAJ016,3.06,2024-10-02 00:00:00,2028,77.12,Good,None,Active
S00550,Quinn,Price,Male,Junior,MAJ017,2.96,2023-08-21 00:00:00,2027,91.61,Good,Partial,Active
S00551,Avery,Turner,Non-Binary, Junior ,MAJ007,3.36,2023-08-25 00:00:00,2027,95.6,Good,Partial,Active
S00552,Sam,Carter,Female,Sophomore,MAJ016,4.0,2024-08-24 00:00:00,2028,85.02,,None,Active
S00553,Avery,Brooks,Female,Sophomore,MAJ024,3.39,2024-08-19 00:00:00,2028,79.84,Good,Partial,Active
S00554,Blake,Wilson,Female,Sophomore,MAJ017,3.31,2024-08-11 00:00:00,2028,80.46,Good,None,Active
S00555,Reese,Hayes,Male,Junior,MAJ021,2.48,2023-09-26 00:00:00,2027,91.05,Academic Warning,None,Active
S00556,Riley,Reed,Female,Senior,MAJ001,2.23,2022-08-17 00:00:00,2026,90.09,Academic Warning,None,Active
S00557,Avery,Bennett,Female,Sophomore,MAJ013,3.5,2024-09-08 00:00:00,2028,88.94,Good,Full,Active
S00558,Casey,Parker,Non-Binary,Sophomore,MAJ012,2.58,2024-10-16 00:00:00,2028,85.32,Good,,Active
S00559,Alex,Carter,Non-Binary,Senior,MAJ009,3.0,2022-09-15 00:00:00,2026,68.27,Good, None ,Active
S00560,Morgan,Morgan,Non-Binary,Senior,MAJ003,3.11,2022-09-13 00:00:00,2026,67.1,Good,,Graduated
S00561,Avery,Turner,Male,Sophomore,MAJ013,3.47,2024-08-17 00:00:00,2028,84.05,Good,Partial,Active
S00562,Drew,Collins,Female,Senior,MAJ023,3.75,2022-09-21 00:00:00,2026,78.87,Honors,, Active 
S00563,Taylor,Ward,Non-Binary,Senior,MAJ002,3.8,2022-10-01 00:00:00,2026,74.37, Honors ,Partial,Active
S00564,Morgan,Price,Non-Binary,Junior,MAJ005,3.21,2023-09-27 00:00:00,2027,91.72,Good,None,Active
S00565,Jamie,Ward,Male,Junior,MAJ013,3.7,2023-10-27 00:00:00,2027,96.69,Honors,Full,Active
S00566,Drew,Turner,Male,Freshman,MAJ009,4.0,2025-08-03 00:00:00,2029,96.46,Honors,None,Active
S00567,Jordan,Foster,Female,Sophomore,MAJ023,2.84,2024-09-14 00:00:00,2028,81.73,Good,None,Active
S00568,Alex,Bennett,Non-Binary,Sophomore, MAJ020 ,3.01,2024-08-18 00:00:00,2028,83.42,Good,None,Active
S00569,Jamie,Foster,Female,Freshman,MAJ009,2.83,2025-10-28 00:00:00,2029,71.09,Good,None,Graduated
S00570,Quinn,Hayes,Male,Freshman,MAJ020,3.12,2025-10-03 00:00:00,2029,85.53,Good, None ,Graduated
S00571,Reese,Hayes,Female,Sophomore,MAJ002,3.34,2024-09-06 00:00:00,2028,72.62,Good,None,Active
S00572,Quinn,Price,Non-Binary,Sophomore,MAJ006,3.39,2024-09-21 00:00:00,2028,88.9,Good,None,Active
S00573,Quinn,Price,Non-Binary,Senior,MAJ019,2.35,12/10/2022 00:00,2026,94.04,Academic Warning,Full,Active
S00574,Taylor,Carter,Female,Senior,MAJ006,2.29,2022-08-19 00:00:00,2026,89.88,Academic Warning,None,Active
S00575,Casey,Parker,Non-Binary,Senior,MAJ012,3.84,2022-10-24 00:00:00,2026,91.08,Honors,None,Active
S00576,Avery,Wilson,Female,Junior,MAJ022,2.97,2023-08-08 00:00:00,2027,85.46,Good,Partial,Active
S00577,Sam,Ward,Non-Binary,Freshman,MAJ022,3.0,2025-08-28 00:00:00,2029,93.44,Good,Partial,Withdrawn
S00578,Sam,Reed,Female,Junior,MAJ016,2.24,2023-09-22 00:00:00,2027,94.44,Academic Warning,None,Active
S00579,Drew,Mitchell,Male,Junior,MAJ010,3.55,2023-08-22 00:00:00,2027,79.98,Good,Partial,Active
S00580,Blake,Parker,Male,Junior,MAJ008,3.2,2023-09-15 00:00:00,2027,79.88,Good,None,Active
S00581,Taylor,Foster,Non-Binary,Junior,MAJ022,3.83,2023-09-26 00:00:00,2027,81.71,Honors,None,Active
S00582,Morgan,Ward,Female,Freshman,MAJ019,2.46,2025-10-24 00:00:00,2029,93.86,Academic Warning,Partial,Active
S00583,Sam,Turner,Male,Sophomore,MAJ018,3.09,2024-09-15 00:00:00,2028,79.1, Good ,None,Active
S00584,Jordan,Wilson,Non-Binary,Sophomore,MAJ007,2.88,2024-10-03 00:00:00,2028,93.66,Good,Partial,Active
S00585,Avery,Parker,Male,Freshman,MAJ008,3.78,2025-10-21 00:00:00,2029,86.3,Honors,None,Active
S00586,Avery,Hayes,Female,Freshman, MAJ022 ,2.63,2025-10-19 00:00:00,2029,97.02,Good,None,Active
S00587,Avery,Brooks,Non-Binary,Senior,MAJ013,3.68,2022-10-16 00:00:00,2026,100.0,Good,Partial,Active
S00588,Blake,Ward,Non-Binary,Sophomore,MAJ023,3.39,2024-10-28 00:00:00,2028,88.09,Good,None,Active
S00589,Cameron,Mitchell,Non-Binary,Junior,MAJ012,3.29,2023-08-22 00:00:00,2027,78.73,Good,None,Graduated
S00590,Sam,Wilson,Non-Binary,Senior,MAJ001,2.67,2022-08-15 00:00:00,2026,80.12,Good,None,Active
S00591,Reese,Wilson,Non-Binary,Junior,MAJ016,3.85,2023-10-16 00:00:00,2027,98.73,Honors,Full,Active
S00592,Morgan,Carter,Male,Junior,MAJ012,3.18,2023-09-08 00:00:00,2027,93.98,Good,None,Active
S00593,Riley,Bennett,Male,Senior,MAJ002,3.2,2022-09-02 00:00:00,2026,84.3,Good,None,Active
S00594,Avery,Hayes,Male,Freshman,MAJ012,2.65,2025-10-09 00:00:00,2029,90.9,Good,None,Active
S00595,Cameron,Mitchell,,Sophomore,MAJ021,-0.4,2024-10-27 00:00:00,2028,98.99,Honors,None,Active
S00596,Morgan,Reed,Male,Senior,MAJ008,2.56,2022-09-27 00:00:00,2026,92.06,Good,Partial,Active
S00597,Parker,Morgan,Non-Binary,Sophomore,MAJ008,3.1,2024-08-15 00:00:00,2028,76.93, Good ,None,Active
S00598,Morgan,Wilson,Female,Junior,MAJ012,2.35,2023-08-12 00:00:00,2027,,Academic Warning,Partial,Active
S00599,Cameron,Ward,,Junior,MAJ019,3.59,2023-10-04 00:00:00,2027,95.08,Good,,Active
S00600,Taylor,Hayes,Male,Freshman,MAJ006,2.43,2025-08-08 00:00:00,2029,82.54,Academic Warning,None,Active
S00601,Sam,Reed,Female,Freshman,MAJ022,4.0,2025-10-05 00:00:00,2029,72.15,Honors,None,Active
S00602,Cameron,Foster,Non-Binary,Freshman,MAJ020,2.95,2025-10-01 00:00:00,2029,87.22,Good,Partial,Active
S00603,Jordan,Parker,Male,Senior,MAJ001,3.1,2022-10-16 00:00:00,2026,,Good,Partial,Active
S00604,Parker,Wilson,Non-Binary,Senior,MAJ017,2.7,2022-08-20 00:00:00,2026,82.19,Good,Partial,Active
S00605,Riley,Cooper,Male,Junior,MAJ008,3.05,2023-10-19 00:00:00,2027,76.39,Good,None,Active
S00606,Alex,Parker,Non-Binary,Freshman,MAJ006,2.94,2025-10-22 00:00:00,2029,85.72,Good,None,Active
S00607,Drew,Cooper,Non-Binary,Freshman,MAJ010,3.5,2025-10-02 00:00:00,2029,82.19,Good,Partial,Active
S00608,Jordan,Collins,Non-Binary,Junior,MAJ002,2.41,2023-08-20 00:00:00,2027,77.97,Academic Warning,None,Active
S00609,Sam,Hayes,Male,Senior, MAJ019 ,3.18,2022-10-14 00:00:00,2026,76.56,Good,None, Active 
S00610,Morgan,Ward,Male,Junior,MAJ014,2.57,2023-09-12 00:00:00,2027,89.91,Good,None,Active
S00611,Jamie,Foster,Female,Junior,MAJ019,3.55,2023-09-05 00:00:00,2027,,Good,None,Active
S00612,Jordan,Brooks,Non-Binary,Senior,MAJ013,2.71,2022-10-14 00:00:00,2026,87.72,Good,None,Active
S00613,Alex,Foster,Non-Binary,Junior,MAJ004,3.67,2023-08-17 00:00:00,2027,79.24,Good,None,Active
S00614,Riley,Bennett,Male,Junior,MAJ014,,2023-08-05 00:00:00,2027,100.0,Good, None ,Active
S00615,Avery,Bennett,Non-Binary,Sophomore,MAJ017,2.56,2024-09-20 00:00:00,2028,100.0,Good,None,Active
S00616,Cameron,Reed,Non-Binary,Junior,MAJ020,2.95,2023-09-06 00:00:00,2027,82.36,Good,None,Active
S00617,Casey,Foster,Male,Sophomore,MAJ004,3.47,2024-10-13 00:00:00,2028,97.09,Good,Partial,Active
S00618,Jamie,Parker,Male,Junior,MAJ011,2.92,2023-10-06 00:00:00,2027,89.37,Good,None,Active
S00619,Quinn,Reed,Non-Binary,Senior,MAJ020,,2022-10-22 00:00:00,2026,79.63,Good,Partial,Active
S00620,Alex,Ward,Female,Senior,MAJ006,2.82,2022-08-16 00:00:00,2026,71.92,Good,Full,Active
S00621,Morgan,Mitchell,Female,Freshman,MAJ011,3.57,2025-10-02 00:00:00,2029,88.86,Good,Partial,Graduated
S00622,Sam,Reed,Male,Sophomore,MAJ014,2.41,2024-10-20 00:00:00,2028,100.0,Academic Warning,None,Active
S00623,Drew,Collins,Female,Freshman,MAJ011,2.37,2025-08-28 00:00:00,2029,86.09,Academic Warning,Partial,Active
S00624,Alex,Ward,Non-Binary, Sophomore ,MAJ019,,2024-10-17 00:00:00,2028,79.77,Good,Partial,Active
S00625,Riley,Parker,Non-Binary,Junior,MAJ014,3.88,2023-08-06 00:00:00,2027,98.75,Honors,None,Active
S00626,Sam,Bennett,Male,Sophomore,MAJ023,2.49,2024-10-07 00:00:00,2028,96.65,Academic Warning,None,Active
S00627,Jordan,Reed,Male,Freshman,MAJ013,3.28,2025-10-27 00:00:00,2029,96.6,Good,None,Active
S00628,Reese,Brooks,Female,Sophomore,MAJ011,3.14,2024-10-07 00:00:00,2028,85.73,Good,None,Active
S00629,Taylor,Bennett,Non-Binary,Freshman,MAJ001,2.7,2025-08-18 00:00:00,2029,66.05,Good,None,Active
S00630,Quinn,Reed,Male,Senior,MAJ013,3.52,2022-10-27 00:00:00,2026,90.65,Good,PARTIAL,Active
S00631,Cameron,Foster,Male,Sophomore,MAJ012,3.36,2024-08-25 00:00:00,2028,86.55,Good,None,Active
S00632,Blake,Foster,Female,Junior,MAJ024,2.42,2023-09-04 00:00:00,2027,88.21,Academic Warning,None,Active
S00633,Morgan,Hayes,Non-Binary, Senior ,MAJ023,2.74,2022-08-26 00:00:00,2026,89.43,Good,None,Graduated
S00634,Alex,Turner,Male,Junior,MAJ006,2.67,2023-08-10 00:00:00,2027,89.24,Good,None,Active
S00635,Jordan,Reed,Female,Senior,MAJ006,2.25,2022-09-11 00:00:00,2026,91.58,Academic Warning,None,Graduated
S00636,Jamie,Hayes,Female,Sophomore,MAJ019,2.49,2024-09-24 00:00:00,2028,89.24,Academic Warning,None,Active
S00637,Morgan,Parker,Female, Senior ,MAJ009,3.32,2022-08-27 00:00:00,2026,80.12,Good,Partial,Active
S00638,Blake,Carter,Non-Binary,Freshman,MAJ005,2.83,2025-10-16 00:00:00,2029,83.85,Good,Partial,Active
S00639,Alex,Price,Male,Junior,MAJ001,3.17,2023-09-20 00:00:00,2027,78.98,Good,None,Graduated
S00640,Parker,Price,Male,Senior,MAJ008,2.84,2022-09-06 00:00:00,2026,93.4,Good,Full,Graduated
S00641,Morgan,Ward,Non-Binary,Sophomore,MAJ008,3.22,2024-08-02 00:00:00,2028,84.91,Good,None,Active
S00642,Alex,Reed,Male,Senior,MAJ023,2.9,2022-09-28 00:00:00,2026,68.78,Good,Partial,Active
S00643,Jamie,Reed,Male,Senior,MAJ024,3.41,2022-09-23 00:00:00,2026,88.62,Good,None,Active
S00644,Jordan,Mitchell,Male,Sophomore,MAJ010,3.41,2024-10-28 00:00:00,2028,90.93,Good,None,Active
S00645,Drew,Foster,Male,Freshman,MAJ022,2.06,2025-09-06 00:00:00,2029,97.25,Academic Warning,None,Active
S00646,Riley,Mitchell,Male,Junior,MAJ005,3.73,2023-09-15 00:00:00,2027,86.79,Honors,None,Active
S00647,Morgan,Price,Female,Junior,MAJ017,3.97,2023-10-09 00:00:00,2027,88.77,Honors,Partial,Active
S00648,Morgan,Wilson,Non-Binary,Senior,MAJ023,2.19,2022-08-16 00:00:00,2026,86.31,Academic Warning,Partial,Active
S00649,Blake, Price ,Non-Binary,Sophomore,MAJ004,2.62,2024-10-18 00:00:00,2028,95.13,Good,Partial,Active
S00650,Avery,Price,Non-Binary,Sophomore,MAJ012,3.07,2024-08-13 00:00:00,2028,88.41,Good,None,Active
S00651,Casey,Collins,Non-Binary,Freshman,MAJ006,3.3,2025-08-15 00:00:00,2029,77.11,Good,Partial,Active
S00652,Avery,Cooper,Male,Sophomore,MAJ020,2.78,2024-09-01 00:00:00,2028,74.08,Good,None,Active
S00653,Parker,Parker,Non-Binary,Junior,MAJ004,3.59,2023-10-21 00:00:00,2027,100.0,Good,Partial,Active
S00654,Riley,Mitchell,Non-Binary,Senior,MAJ013,3.76,2022-10-16 00:00:00,2026,78.74,Honors,Partial,Active
S00655,Parker,Brooks,Male,Freshman,MAJ013,3.42,2025-10-05 00:00:00,2029,99.1,Good,Partial,Active
S00656,Cameron,Hayes,Non-Binary,Senior,MAJ019,3.34,2022-10-13 00:00:00,2026,85.03,Good,Partial,Active
S00657,Morgan,Mitchell,Male,Freshman,MAJ016,3.38,2025-10-10 00:00:00,2029,98.75,Good,Partial,Active
S00658,Blake,Collins,Male,Sophomore,MAJ002,3.37,2024-10-19 00:00:00,2028,79.7,Good,None,Active
S00659,Reese,Morgan,Female,Freshman,MAJ022,3.35,2025-10-08 00:00:00,2029,86.49,Good,Partial,Graduated
S00660,Jordan,Parker,Female,Junior,MAJ008,2.8,2023-09-04 00:00:00,2027,89.32,Good,None,Graduated
S00661,Alex,Morgan,Male,Sophomore,MAJ006,2.72,2024-10-25 00:00:00,2028,100.0,Good,Full,Active
S00662,Jordan,Hayes,Male,Junior,MAJ018,2.88,2023-09-08 00:00:00,2027,91.09,Good,None,Active
S00663,Taylor,Reed,Female,Junior,MAJ020,3.41,2023-08-02 00:00:00,2027,86.45,,Partial,Active
S00664,Drew,Collins,Non-Binary,Sophomore,MAJ010,2.71,2024-09-18 00:00:00,2028,86.78,Good,None,Graduated
S00665,Taylor,Foster,,Junior,MAJ016,2.89,2023-09-21 00:00:00,2027,92.81,Good,Partial,Active
S00666,Sam,Hayes,Non-Binary,Sophomore,MAJ013,2.88,2024-09-12 00:00:00,2028,87.36,Good,None,Active
S00667,Casey,Mitchell,Male,Freshman,MAJ016,3.04,2025-09-05 00:00:00,2029,88.54,Good,None,Active
S00668,Reese,Wilson,Male,Senior,MAJ014,3.12,2022-09-16 00:00:00,2026,96.71,Good,None,Active
S00669,Quinn,Collins,Male,Sophomore,MAJ003,3.27,2024-08-25 00:00:00,2028,100.0,Good,None,Active
S00670,Alex,Reed,Male,Freshman,MAJ014,3.8,2025-08-14 00:00:00,2029,77.85,Honors,Full,Active
S00671,Jamie,Turner,Non-Binary,Freshman,MAJ019,3.53,2025-09-27 00:00:00,2029,76.14,Good,None,Active
S00672,Morgan,Reed,Non-Binary,Sophomore,MAJ005,2.91,2024-10-22 00:00:00,2028,88.07,Good,None,Active
S00673,Casey,Bennett,Female,Junior,MAJ015,2.7,2023-08-06 00:00:00,2027,83.74,Good,None,Active
S00674,Drew,Brooks,Non-Binary,Sophomore,MAJ005,3.18,2024-10-16 00:00:00,2028,74.82,Good,None,Active
S00675,Avery,Morgan,Female,Freshman,MAJ009,3.12,2025-08-10 00:00:00,2029,91.18,Good,None,Active
S00676,Morgan,Carter,Female,Junior,MAJ022,2.66,2023-08-16 00:00:00,2027,91.87,Good,None,Active
S00677,Drew,Mitchell,Male,Senior,MAJ001,3.53,2022-10-26 00:00:00,2026,69.0,Good,None,Active
S00678,Taylor,Morgan,Male,Junior, MAJ016 ,3.59,2023-09-03 00:00:00,2027,69.54,Good,None,Active
